G_loss,D_loss
2.604816574797924,0.7267774701801571
2.439865131733387,0.7256112339844836
2.380391188267706,0.8047615197866456
1.886393928650155,0.9512322704865734
1.916620371136457,0.9351237216737988
1.9106398253425607,0.9395165284400555
1.7607630697458283,0.9634381055132921
1.8339350761285722,0.9185374379952325
1.956972167324791,0.8655818852661515
1.9147267725977943,0.8461146997109151
2.003567890913438,0.8218260477823235
2.0105365277655216,0.8142388541815377
2.141216594686132,0.7775742735372169
2.1942308228184926,0.7542479518951892
2.119842951771801,0.7752449180462213
2.1895935786907863,0.7305671556163699
2.1465751460906284,0.7746635739451279
2.391857799722442,0.6939204552216824
2.2363932080773403,0.7322968955932141
2.2278068737943033,0.7305508419267659
2.3876785781703145,0.6754213756144937
2.280616541963015,0.7293978304242783
2.370464792987431,0.6871925348253138
2.2786512855432437,0.7234398342494263
2.3492392325388596,0.7111151483712166
2.2370623950320265,0.7222601988676515
2.208064415561619,0.7301370358384495
2.411267233873481,0.6769356394786317
2.2682056850684225,0.7221974893165296
2.3106666491198133,0.6767429967265902
2.5348384551116143,0.651850458957366
2.388763537094283,0.6834700747148823
2.346490544590678,0.6997446701851989
2.3664608433493166,0.6893454957237122
2.3642302942809774,0.6863174467706985
2.393324304467389,0.6719120258588527
2.317290460273846,0.6963396067939588
2.4432533381780837,0.6716983446053096
2.4602073619185862,0.6671468399322109
2.1882924717753682,0.7294063270409733
2.2713650998387385,0.7158658225367318
2.501902257964047,0.643960212275926
2.5163383372684023,0.6487107337283682
2.430885604743574,0.6706502937050517
2.3176757527916414,0.7038399570309786
2.3524649312247092,0.6991665081492365
2.4548534012393657,0.6393865922620809
2.3317439981313277,0.7058263446158691
2.359231634164797,0.6836209605052781
2.342171992479103,0.6788354559080687
