d_loss,g_loss
0.06235272437334061,4.24357795715332
0.11732785403728485,6.619128704071045
0.07273205369710922,8.715396881103516
0.9615755081176758,2.781139373779297
1.2430888414382935,3.143960475921631
0.3985956311225891,3.1062240600585938
0.9789923429489136,3.8965022563934326
2.124952793121338,1.112202525138855
0.4428207278251648,2.523437261581421
0.8371012210845947,2.9643704891204834
0.9002829790115356,2.5491175651550293
1.2541167736053467,3.4596729278564453
0.37778711318969727,4.1525068283081055
0.3322716951370239,3.3135077953338623
0.35074979066848755,2.7094619274139404
0.3690609335899353,3.427577495574951
0.29341191053390503,3.268281936645508
0.6963648200035095,3.4564685821533203
0.5033795237541199,4.262404441833496
0.4003857374191284,2.955294370651245
0.746110737323761,2.4842529296875
0.2581539452075958,4.872456073760986
0.2524273991584778,3.7510249614715576
0.6342328190803528,3.0883796215057373
0.5304137468338013,3.319523811340332
0.3969935476779938,3.951230525970459
0.44049784541130066,4.277643203735352
0.40449634194374084,3.328230619430542
0.28678786754608154,4.565988063812256
0.2824346721172333,4.31718635559082
0.28291624784469604,4.157007694244385
0.402504026889801,2.93689227104187
0.24834667146205902,3.255767822265625
0.41969776153564453,3.0564804077148438
0.5079476833343506,3.6117191314697266
0.5956686735153198,3.8221559524536133
0.3694026470184326,2.225205421447754
0.5097416639328003,3.0004124641418457
0.3325725197792053,2.209177017211914
0.3280646800994873,2.9321155548095703
0.39926251769065857,3.1653850078582764
0.42411792278289795,3.074097156524658
0.4650864899158478,3.756059169769287
0.552665114402771,4.636026382446289
0.4385092556476593,3.1330695152282715
0.3526468276977539,2.504171371459961
0.5047138333320618,2.36575984954834
0.8989273309707642,2.061506748199463
0.4626109004020691,2.1877248287200928
0.4549340605735779,2.763934850692749
0.3817005455493927,3.5966920852661133
0.6683743000030518,3.9637045860290527
0.4983821511268616,2.836639404296875
0.8210930824279785,2.851703643798828
0.698290228843689,1.8733787536621094
0.5068821907043457,3.298746109008789
0.7579905390739441,2.2380800247192383
0.7759528756141663,3.5579001903533936
0.49424272775650024,2.409135580062866
0.5544755458831787,2.8615005016326904
0.4128267765045166,2.0949649810791016
0.692385196685791,2.4616646766662598
0.5829411745071411,2.8353347778320312
0.71169114112854,2.165252208709717
0.6558690071105957,2.1031484603881836
0.5837541818618774,2.2869973182678223
0.6532639861106873,3.146469831466675
0.60176020860672,2.8022820949554443
0.5941755175590515,2.6714515686035156
0.75204998254776,2.5759408473968506
0.5694596767425537,2.653961658477783
0.8220108151435852,2.4565086364746094
0.9445037841796875,2.779252529144287
0.6788794994354248,1.6222426891326904
0.8796924352645874,2.2935733795166016
0.678092360496521,2.29581618309021
1.115425705909729,2.1505134105682373
0.5352092981338501,2.403046131134033
0.6126411557197571,2.358154058456421
0.7109252214431763,2.47892165184021
0.4984782636165619,2.8220677375793457
0.8699482083320618,2.1290700435638428
0.5067286491394043,2.742668867111206
0.8888529539108276,2.156420946121216
0.5562276244163513,2.4211177825927734
0.7176190614700317,2.7976322174072266
0.7954028844833374,1.4323668479919434
0.769392192363739,1.482009768486023
0.5057523250579834,2.879793167114258
0.688417911529541,2.3083741664886475
0.847950279712677,1.345283031463623
0.7212206125259399,1.8001666069030762
0.9914063811302185,2.203779697418213
0.6628860235214233,2.0079872608184814
0.8151915669441223,1.9948657751083374
0.8243014216423035,1.7677669525146484
0.9455011487007141,1.9035648107528687
0.7581621408462524,2.0402889251708984
0.8265249729156494,1.8712918758392334
0.6611718535423279,2.516671895980835
